,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
13,MLPClassifier,0.7275,0.7506,0.7275,0.7231,0.7381,0.738,0.7381,0.7334,0.6333,0.6508,0.6333,0.6288,0.902,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 512, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=512)"
15,LogisticRegression,0.7679,0.769,0.7679,0.7687,0.7959,0.7972,0.7959,0.7964,0.6333,0.6756,0.6333,0.6435,0.9129,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 778, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=778)"
16,LogisticRegression,0.7736,0.7749,0.7736,0.7735,0.7724,0.7716,0.7724,0.7718,0.6333,0.6638,0.6333,0.6306,0.9155,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 975, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=975)"
17,SVC,0.7853,0.835,0.7853,0.7798,0.7568,0.8318,0.7568,0.7548,0.6333,0.728,0.6333,0.6073,0.9014,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 157}","SVC(C=10, probability=True, random_state=157)"
10,MLPClassifier,0.741,0.8368,0.741,0.7436,0.7609,0.8307,0.7609,0.7604,0.6333,0.7057,0.6333,0.6406,0.9115,smote,250,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 86, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=86)"
11,DecisionTreeClassifier,0.8609,0.8636,0.8609,0.8612,0.8641,0.8677,0.8641,0.8647,0.6333,0.6328,0.6333,0.632,0.9621,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 460}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=460)"
16,MLPClassifier,0.7989,0.8397,0.7989,0.7989,0.8087,0.8635,0.8087,0.8052,0.6333,0.6316,0.6333,0.6097,0.9319,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 265, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=265)"
17,SVC,0.7873,0.8439,0.7873,0.7854,0.7841,0.8293,0.7841,0.7808,0.6333,0.7311,0.6333,0.5941,0.9169,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 956}","SVC(C=10, probability=True, random_state=956)"
12,RandomForestClassifier,0.8806,0.8821,0.8806,0.8807,0.8697,0.872,0.8697,0.8703,0.6333,0.6361,0.6333,0.62,0.962,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 10, 'random_state': 643}","RandomForestClassifier(n_estimators=10, random_state=643)"
14,LogisticRegression,0.7672,0.7911,0.7672,0.7714,0.758,0.7799,0.758,0.7622,0.6333,0.6472,0.6333,0.6319,0.9082,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 537, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=537)"
15,SVC,0.766,0.7705,0.766,0.7662,0.7464,0.7494,0.7464,0.744,0.6333,0.6709,0.6333,0.6383,0.8818,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 800}","SVC(C=10, kernel='linear', probability=True, random_state=800)"
14,LogisticRegression,0.7231,0.7259,0.7231,0.7199,0.6812,0.6783,0.6812,0.6721,0.6167,0.6131,0.6167,0.606,0.8746,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 86, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=86)"
12,MLPClassifier,0.7665,0.7733,0.7665,0.7655,0.7597,0.7695,0.7597,0.7627,0.6167,0.622,0.6167,0.6173,0.923,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 720, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=720)"
17,LogisticRegression,0.7711,0.7719,0.7711,0.7715,0.788,0.79,0.788,0.7889,0.6167,0.6262,0.6167,0.6197,0.9136,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 80, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=80)"
12,MLPClassifier,0.6807,0.6896,0.6807,0.6797,0.691,0.6851,0.691,0.6856,0.6167,0.6228,0.6167,0.6034,0.8738,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 1000, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=1000)"
15,LogisticRegression,0.6901,0.6913,0.6901,0.6894,0.7058,0.7072,0.7058,0.7061,0.6167,0.6101,0.6167,0.6067,0.8679,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 256, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=256)"
11,SVC,0.7005,0.7072,0.7005,0.7035,0.7198,0.7304,0.7198,0.7225,0.6167,0.6366,0.6167,0.6202,0.8739,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 416}","SVC(C=10, probability=True, random_state=416)"
13,MLPClassifier,0.7615,0.7664,0.7615,0.7598,0.7752,0.7847,0.7752,0.7772,0.6167,0.6395,0.6167,0.6135,0.9143,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 357, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=357)"
14,LogisticRegression,0.702,0.7026,0.702,0.7022,0.6924,0.6977,0.6924,0.6945,0.6167,0.6473,0.6167,0.6054,0.869,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 377, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=377)"
14,SVC,0.6858,0.7026,0.6858,0.6902,0.6735,0.6888,0.6735,0.6783,0.6167,0.6173,0.6167,0.607,0.8633,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 264}","SVC(C=10, probability=True, random_state=264)"
16,LogisticRegression,0.7869,0.7877,0.7869,0.7867,0.7768,0.7765,0.7768,0.7765,0.6167,0.6667,0.6167,0.6248,0.9206,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 393, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=393)"
16,LogisticRegression,0.7432,0.8016,0.7432,0.7431,0.7228,0.7743,0.7228,0.7244,0.6167,0.6865,0.6167,0.6238,0.89,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 447, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=447)"
15,LogisticRegression,0.7573,0.781,0.7573,0.7612,0.7589,0.7835,0.7589,0.7633,0.6167,0.6595,0.6167,0.6266,0.901,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 381, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=381)"
17,LogisticRegression,0.7839,0.7847,0.7839,0.7839,0.7871,0.788,0.7871,0.7872,0.6167,0.6109,0.6167,0.6064,0.9207,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 860, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=860)"
14,LogisticRegression,0.7502,0.8102,0.7502,0.75,0.6884,0.7455,0.6884,0.6814,0.6167,0.6669,0.6167,0.6225,0.8622,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 473, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=473)"
15,SVC,0.7536,0.8065,0.7536,0.7492,0.7464,0.8008,0.7464,0.7343,0.6167,0.7135,0.6167,0.6057,0.9149,smote,250,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 613}","SVC(C=10, probability=True, random_state=613)"
16,MLPClassifier,0.8063,0.8428,0.8063,0.8063,0.8169,0.8304,0.8169,0.8184,0.6167,0.6145,0.6167,0.6138,0.9345,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 864, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=864)"
16,LogisticRegression,0.7188,0.7819,0.7188,0.7208,0.7535,0.7752,0.7535,0.7542,0.6167,0.6494,0.6167,0.6235,0.8722,smote,500,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 345, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=345)"
15,DecisionTreeClassifier,0.8592,0.8621,0.8592,0.8593,0.8658,0.8684,0.8658,0.8664,0.6,0.5958,0.6,0.5945,0.9566,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 318}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=318)"
15,LogisticRegression,0.6702,0.6869,0.6702,0.6713,0.6884,0.7154,0.6884,0.6961,0.6,0.6267,0.6,0.5909,0.842,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 141, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=141)"
13,LogisticRegression,0.6814,0.6886,0.6814,0.6832,0.6389,0.6635,0.6389,0.6457,0.6,0.6397,0.6,0.6017,0.8569,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 308, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=308)"
17,LogisticRegression,0.763,0.7833,0.763,0.7676,0.7569,0.7966,0.7569,0.7635,0.6,0.6157,0.6,0.6053,0.9042,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 777, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=777)"
17,LogisticRegression,0.7225,0.8099,0.7225,0.7193,0.7609,0.831,0.7609,0.7602,0.6,0.7002,0.6,0.589,0.8521,smote,250,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 21, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=21)"
17,LogisticRegression,0.7517,0.7657,0.7517,0.7512,0.7101,0.7098,0.7101,0.7059,0.5833,0.6302,0.5833,0.5924,0.8938,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 898, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=898)"
16,SVC,0.7092,0.714,0.7092,0.711,0.6854,0.6874,0.6854,0.6855,0.5833,0.5763,0.5833,0.571,0.8552,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 986}","SVC(C=0.1, kernel='linear', probability=True, random_state=986)"
17,MLPClassifier,0.7092,0.7256,0.7092,0.7101,0.7262,0.7239,0.7262,0.7242,0.5833,0.5611,0.5833,0.5687,0.885,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 527, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=527)"
13,SVC,0.7036,0.7119,0.7036,0.7064,0.7011,0.7101,0.7011,0.7041,0.5833,0.6071,0.5833,0.5791,0.8792,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 17}","SVC(C=10, probability=True, random_state=17)"
16,LogisticRegression,0.7626,0.7861,0.7626,0.7643,0.7391,0.7424,0.7391,0.74,0.5833,0.6135,0.5833,0.5912,0.9193,smote,250,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 642, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=642)"
16,LogisticRegression,0.6976,0.6976,0.6976,0.6976,0.6957,0.6997,0.6957,0.6975,0.5833,0.5952,0.5833,0.5787,0.8697,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 672, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=672)"
14,SVC,0.7019,0.7124,0.7019,0.7052,0.6884,0.7013,0.6884,0.6927,0.5667,0.5635,0.5667,0.5648,0.8807,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 305}","SVC(C=10, probability=True, random_state=305)"
15,LogisticRegression,0.6972,0.6967,0.6972,0.6966,0.7005,0.6985,0.7005,0.6995,0.5667,0.5521,0.5667,0.5547,0.8697,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 527, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=527)"
17,LogisticRegression,0.7641,0.7856,0.7641,0.7684,0.7651,0.7944,0.7651,0.77,0.5667,0.584,0.5667,0.566,0.9039,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 675, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=675)"
17,SVC,0.6969,0.703,0.6969,0.6984,0.6823,0.6915,0.6823,0.6853,0.5667,0.6037,0.5667,0.562,0.8452,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 887}","SVC(C=10, kernel='linear', probability=True, random_state=887)"
14,SVC,0.6736,0.6843,0.6736,0.6749,0.6632,0.6736,0.6632,0.6649,0.5667,0.5714,0.5667,0.5566,0.848,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 222}","SVC(C=10, probability=True, random_state=222)"
17,SVC,0.6936,0.7027,0.6936,0.6949,0.6979,0.7019,0.6979,0.699,0.55,0.538,0.55,0.542,0.8473,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 989}","SVC(C=0.1, kernel='linear', probability=True, random_state=989)"
16,LogisticRegression,0.7101,0.7097,0.7101,0.7101,0.6875,0.6951,0.6875,0.6895,0.55,0.5429,0.55,0.5447,0.8744,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 45, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=45)"
15,MLPClassifier,0.6866,0.7004,0.6866,0.6879,0.7292,0.7467,0.7292,0.7315,0.55,0.5534,0.55,0.5515,0.8672,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 280, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=280)"
16,LogisticRegression,0.6613,0.6819,0.6613,0.6616,0.6667,0.7029,0.6667,0.6735,0.55,0.566,0.55,0.5446,0.8505,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 177, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=177)"
16,LogisticRegression,0.6958,0.6955,0.6958,0.695,0.7031,0.7044,0.7031,0.7037,0.55,0.5667,0.55,0.5429,0.8693,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 325, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=325)"
17,MLPClassifier,0.7415,0.7462,0.7415,0.7413,0.6841,0.6884,0.6841,0.686,0.5333,0.5139,0.5333,0.5171,0.9026,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 348, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=348)"
17,SVC,0.7082,0.7073,0.7082,0.7055,0.7174,0.7173,0.7174,0.7105,0.5167,0.5138,0.5167,0.4846,0.8667,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 897}","SVC(C=10, probability=True, random_state=897)"
