,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
8,RandomForestClassifier,0.8264,0.8376,0.8264,0.829,0.8715,0.875,0.8715,0.8728,0.6833,0.6797,0.6833,0.6755,0.9353,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 410}","RandomForestClassifier(n_estimators=10, random_state=410)"
10,LogisticRegression,0.7665,0.7741,0.7665,0.7638,0.7681,0.7724,0.7681,0.7674,0.6833,0.6954,0.6833,0.6767,0.9132,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 911, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=911)"
6,SVC,0.7829,0.8251,0.7829,0.781,0.7812,0.8202,0.7812,0.786,0.6833,0.7084,0.6833,0.6824,0.8977,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 618}","SVC(C=1, kernel='linear', probability=True, random_state=618)"
9,KNeighborsClassifier,0.8361,0.8463,0.8361,0.8388,0.8327,0.8416,0.8327,0.8355,0.6833,0.6796,0.6833,0.6794,0.9461,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
12,KNeighborsClassifier,0.7827,0.802,0.7827,0.7882,0.7754,0.8006,0.7754,0.783,0.6833,0.6978,0.6833,0.6836,0.9081,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1)"
7,RandomForestClassifier,0.8134,0.8215,0.8134,0.8143,0.8299,0.8357,0.8299,0.832,0.6833,0.6879,0.6833,0.6757,0.937,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 626}","RandomForestClassifier(n_estimators=20, random_state=626)"
16,SVC,0.8408,0.8532,0.8408,0.8404,0.7899,0.8052,0.7899,0.7864,0.6833,0.7677,0.6833,0.6867,0.925,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 393}","SVC(C=10, kernel='linear', probability=True, random_state=393)"
10,RandomForestClassifier,0.8426,0.8529,0.8426,0.8446,0.831,0.8419,0.831,0.834,0.6833,0.6819,0.6833,0.6779,0.9535,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 945}","RandomForestClassifier(n_estimators=20, random_state=945)"
5,DecisionTreeClassifier,0.8282,0.8408,0.8282,0.8321,0.8299,0.8427,0.8299,0.8331,0.6833,0.6944,0.6833,0.6866,0.9378,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 220}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=220)"
14,LogisticRegression,0.7682,0.7807,0.7682,0.7654,0.7826,0.7793,0.7826,0.7798,0.6833,0.7149,0.6833,0.679,0.9178,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 985, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=985)"
15,MLPClassifier,0.7526,0.7703,0.7526,0.7453,0.7569,0.7657,0.7569,0.755,0.6833,0.6976,0.6833,0.6708,0.9158,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 681, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=681)"
14,MLPClassifier,0.7361,0.7489,0.7361,0.7326,0.7986,0.8082,0.7986,0.7981,0.6833,0.6881,0.6833,0.6801,0.8992,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 439, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=439)"
17,SVC,0.8732,0.8745,0.8732,0.8734,0.8701,0.8713,0.8701,0.8704,0.6833,0.6889,0.6833,0.6754,0.9495,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 354}","SVC(C=10, kernel='linear', probability=True, random_state=354)"
10,SVC,0.7958,0.8481,0.7958,0.7936,0.7918,0.8469,0.7918,0.79,0.6833,0.7241,0.6833,0.679,0.9239,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 191}","SVC(C=10, probability=True, random_state=191)"
11,RandomForestClassifier,0.8425,0.852,0.8425,0.8449,0.8297,0.842,0.8297,0.8329,0.6833,0.6807,0.6833,0.6763,0.954,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 348}","RandomForestClassifier(n_estimators=20, random_state=348)"
13,SVC,0.7608,0.7909,0.7608,0.7587,0.7899,0.852,0.7899,0.7936,0.6833,0.7402,0.6833,0.6815,0.915,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 49}","SVC(C=0.1, kernel='linear', probability=True, random_state=49)"
16,MLPClassifier,0.8126,0.8279,0.8126,0.8133,0.8194,0.8276,0.8194,0.822,0.6667,0.674,0.6667,0.6643,0.9432,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 810, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=810)"
16,MLPClassifier,0.8044,0.8292,0.8044,0.8048,0.801,0.8442,0.801,0.7998,0.6667,0.7169,0.6667,0.6461,0.9398,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 194, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=194)"
13,MLPClassifier,0.7899,0.7969,0.7899,0.7895,0.7971,0.8013,0.7971,0.7963,0.6667,0.6733,0.6667,0.6444,0.9206,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 56, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=56)"
12,MLPClassifier,0.8172,0.8442,0.8172,0.8173,0.8146,0.8253,0.8146,0.8151,0.6667,0.6647,0.6667,0.6594,0.9436,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 823, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=823)"
13,LogisticRegression,0.8041,0.8187,0.8041,0.8067,0.8149,0.831,0.8149,0.8176,0.6667,0.6647,0.6667,0.6594,0.9379,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 982, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=982)"
14,DecisionTreeClassifier,0.8379,0.8466,0.8379,0.8408,0.8471,0.8544,0.8471,0.8495,0.6667,0.6671,0.6667,0.6572,0.952,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 313}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=313)"
12,SVC,0.7736,0.7767,0.7736,0.7701,0.7681,0.768,0.7681,0.7668,0.6667,0.7239,0.6667,0.6637,0.8551,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 144}","SVC(C=1, kernel='linear', probability=True, random_state=144)"
17,MLPClassifier,0.8008,0.8105,0.8008,0.799,0.7899,0.8019,0.7899,0.7898,0.6667,0.6796,0.6667,0.6564,0.9331,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 335, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=335)"
16,MLPClassifier,0.8082,0.8343,0.8082,0.8083,0.7908,0.806,0.7908,0.7924,0.6667,0.6832,0.6667,0.6536,0.942,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=559)"
17,SVC,0.786,0.851,0.786,0.7855,0.7609,0.8297,0.7609,0.7577,0.6667,0.7476,0.6667,0.6451,0.9112,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 900}","SVC(C=1, kernel='linear', probability=True, random_state=900)"
16,SVC,0.7726,0.819,0.7726,0.7694,0.7326,0.8108,0.7326,0.7374,0.6667,0.7473,0.6667,0.6432,0.9092,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 919}","SVC(C=10, probability=True, random_state=919)"
12,MLPClassifier,0.7578,0.7815,0.7578,0.7567,0.7674,0.7729,0.7674,0.7689,0.6667,0.6952,0.6667,0.6584,0.9233,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 372, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=372)"
11,MLPClassifier,0.7499,0.7786,0.7499,0.7517,0.8264,0.832,0.8264,0.8283,0.6667,0.6603,0.6667,0.66,0.9174,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 317, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=317)"
10,KNeighborsClassifier,0.822,0.8315,0.822,0.8239,0.7847,0.8043,0.7847,0.7887,0.6667,0.679,0.6667,0.6627,0.9279,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
9,LogisticRegression,0.796,0.803,0.796,0.797,0.7778,0.7891,0.7778,0.7813,0.6667,0.6656,0.6667,0.6642,0.9308,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 5, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=5)"
17,DecisionTreeClassifier,0.8081,0.8727,0.8081,0.8068,0.7754,0.87,0.7754,0.7804,0.6667,0.7962,0.6667,0.6543,0.9174,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 715}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=715)"
13,MLPClassifier,0.79,0.8034,0.79,0.789,0.7826,0.7867,0.7826,0.7842,0.6667,0.6774,0.6667,0.6686,0.9364,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 957, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=957)"
14,SVC,0.79,0.8019,0.79,0.7914,0.8043,0.8138,0.8043,0.8066,0.6667,0.6855,0.6667,0.6574,0.9019,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 648}","SVC(C=10, kernel='linear', probability=True, random_state=648)"
15,LogisticRegression,0.7809,0.7884,0.7809,0.7822,0.7701,0.7749,0.7701,0.7715,0.6667,0.6611,0.6667,0.663,0.9305,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 261, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=261)"
15,RandomForestClassifier,0.8079,0.8198,0.8079,0.8102,0.8478,0.8509,0.8478,0.8488,0.6667,0.6746,0.6667,0.6566,0.9178,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 714}","RandomForestClassifier(n_estimators=10, random_state=714)"
9,SVC,0.7822,0.8073,0.7822,0.7863,0.7292,0.763,0.7292,0.7367,0.6667,0.6924,0.6667,0.6656,0.8759,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 743}","SVC(C=10, kernel='linear', probability=True, random_state=743)"
10,LogisticRegression,0.7934,0.8076,0.7934,0.7971,0.7812,0.7927,0.7812,0.7852,0.6667,0.6702,0.6667,0.6647,0.9363,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 376, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=376)"
11,SVC,0.7821,0.8556,0.7821,0.7812,0.7917,0.8504,0.7917,0.7932,0.6667,0.6722,0.6667,0.6627,0.9108,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 109}","SVC(C=0.1, kernel='linear', probability=True, random_state=109)"
12,LogisticRegression,0.7891,0.8026,0.7891,0.7903,0.7986,0.8104,0.7986,0.8009,0.6667,0.694,0.6667,0.6609,0.9316,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 246, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=246)"
13,KNeighborsClassifier,0.8141,0.8283,0.8141,0.8171,0.8646,0.8731,0.8646,0.8656,0.6667,0.6682,0.6667,0.6584,0.9216,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
16,LogisticRegression,0.7552,0.7565,0.7552,0.7541,0.7917,0.7909,0.7917,0.79,0.6667,0.681,0.6667,0.6542,0.9109,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 717, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=717)"
17,SVC,0.7795,0.7833,0.7795,0.7772,0.7708,0.7727,0.7708,0.7712,0.6667,0.6827,0.6667,0.6503,0.8719,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 199}","SVC(C=10, kernel='linear', probability=True, random_state=199)"
17,MLPClassifier,0.767,0.7742,0.767,0.7645,0.7789,0.7802,0.7789,0.7794,0.6667,0.6583,0.6667,0.6574,0.9191,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 154, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=154)"
17,LogisticRegression,0.7847,0.7851,0.7847,0.7847,0.7651,0.7651,0.7651,0.7648,0.6667,0.6693,0.6667,0.6671,0.9276,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 804, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=804)"
16,KNeighborsClassifier,0.8163,0.8279,0.8163,0.8179,0.8027,0.8399,0.8027,0.804,0.6667,0.721,0.6667,0.6623,0.9393,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
16,MLPClassifier,0.7481,0.7882,0.7481,0.7456,0.7609,0.8389,0.7609,0.7619,0.65,0.7246,0.65,0.6544,0.9186,smote,250,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 59, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=59)"
13,DecisionTreeClassifier,0.822,0.8392,0.822,0.8242,0.8542,0.8629,0.8542,0.8559,0.65,0.662,0.65,0.6531,0.9374,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 620}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=620)"
17,LogisticRegression,0.7878,0.7965,0.7878,0.7897,0.7707,0.7751,0.7707,0.7721,0.65,0.647,0.65,0.6482,0.939,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 487, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=487)"
14,KNeighborsClassifier,0.8056,0.8187,0.8056,0.8065,0.809,0.8143,0.809,0.8103,0.65,0.6459,0.65,0.6471,0.9242,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
15,LogisticRegression,0.7648,0.7734,0.7648,0.7656,0.809,0.815,0.809,0.8109,0.65,0.6511,0.65,0.6449,0.9205,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 164, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=164)"
14,SVC,0.7989,0.8018,0.7989,0.7951,0.7985,0.8024,0.7985,0.796,0.65,0.6673,0.65,0.6398,0.8913,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 243}","SVC(C=10, probability=True, random_state=243)"
16,SVC,0.7771,0.7844,0.7771,0.7736,0.7754,0.7768,0.7754,0.7731,0.65,0.6667,0.65,0.6289,0.8673,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 799}","SVC(C=10, kernel='linear', probability=True, random_state=799)"
17,KNeighborsClassifier,0.8295,0.84,0.8295,0.832,0.8197,0.8464,0.8197,0.8213,0.65,0.6719,0.65,0.6444,0.9412,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=13, weights='distance')"
11,RandomForestClassifier,0.8307,0.8416,0.8307,0.8336,0.8404,0.8491,0.8404,0.8431,0.65,0.6599,0.65,0.6372,0.9495,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 306}","RandomForestClassifier(n_estimators=20, random_state=306)"
12,SVC,0.7973,0.8494,0.7973,0.7952,0.7885,0.8448,0.7885,0.7869,0.65,0.7362,0.65,0.6299,0.9233,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 832}","SVC(C=10, probability=True, random_state=832)"
14,MLPClassifier,0.7519,0.7573,0.7519,0.7521,0.7391,0.7403,0.7391,0.7397,0.65,0.6461,0.65,0.643,0.9119,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 560, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=560)"
17,KNeighborsClassifier,0.8143,0.8256,0.8143,0.8143,0.8125,0.8163,0.8125,0.814,0.65,0.6411,0.65,0.6438,0.9335,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
16,LogisticRegression,0.8177,0.8296,0.8177,0.8182,0.7812,0.7937,0.7812,0.7838,0.65,0.6469,0.65,0.6482,0.9391,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 266, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=266)"
15,RandomForestClassifier,0.8307,0.8416,0.8307,0.8308,0.8438,0.8486,0.8438,0.8449,0.65,0.6477,0.65,0.6486,0.9398,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 748}","RandomForestClassifier(n_estimators=20, random_state=748)"
14,DecisionTreeClassifier,0.8263,0.8359,0.8263,0.8287,0.8125,0.8286,0.8125,0.8169,0.65,0.6753,0.65,0.654,0.9403,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 785}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=785)"
16,LogisticRegression,0.7917,0.7993,0.7917,0.792,0.7754,0.7871,0.7754,0.7783,0.65,0.6689,0.65,0.6541,0.9408,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 730, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=730)"
15,LogisticRegression,0.7446,0.7528,0.7446,0.742,0.8188,0.8207,0.8188,0.8189,0.6333,0.6575,0.6333,0.6309,0.9043,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 399, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=399)"
16,SVC,0.8003,0.8022,0.8003,0.7974,0.8035,0.8085,0.8035,0.8014,0.6333,0.633,0.6333,0.614,0.8945,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 813}","SVC(C=10, probability=True, random_state=813)"
15,LogisticRegression,0.7756,0.7752,0.7756,0.7752,0.7721,0.7733,0.7721,0.7724,0.6333,0.6349,0.6333,0.6333,0.9226,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 761, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=761)"
17,SVC,0.7793,0.8328,0.7793,0.7791,0.801,0.8422,0.801,0.799,0.6333,0.7284,0.6333,0.6077,0.9175,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 896}","SVC(C=10, probability=True, random_state=896)"
17,LogisticRegression,0.777,0.783,0.777,0.7757,0.7391,0.7462,0.7391,0.7384,0.6333,0.642,0.6333,0.6213,0.9147,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 835, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=835)"
13,LogisticRegression,0.7987,0.8064,0.7987,0.7999,0.7999,0.8114,0.7999,0.8008,0.6333,0.6358,0.6333,0.6246,0.9325,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 914, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=914)"
17,SVC,0.7894,0.8443,0.7894,0.7875,0.7964,0.8534,0.7964,0.7949,0.6333,0.7311,0.6333,0.5941,0.9209,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 490}","SVC(C=10, probability=True, random_state=490)"
17,RandomForestClassifier,0.8246,0.8346,0.8246,0.8265,0.8021,0.8085,0.8021,0.8043,0.6167,0.6156,0.6167,0.6154,0.9397,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 734}","RandomForestClassifier(n_estimators=10, random_state=734)"
17,LogisticRegression,0.7826,0.7818,0.7826,0.7821,0.7768,0.7778,0.7768,0.7772,0.6167,0.6107,0.6167,0.5984,0.9246,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 125, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=125)"
15,LogisticRegression,0.7949,0.8076,0.7949,0.7969,0.7985,0.8102,0.7985,0.8004,0.6167,0.6267,0.6167,0.6181,0.9374,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 192, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=192)"
